100000,0.008306743,0.01087804
79432.82,0.008321462,0.008648919
63095.73,0.008325769,0.006926255
50118.72,0.008352691,0.005624604
39810.71,0.008364971,0.004729491
31622.77,0.008220162,0.00416289
25118.86,0.007693462,0.003654371
19952.62,0.007211657,0.002684911
15848.93,0.007289113,0.001850079
12589.25,0.007453864,0.001387479
9999.997,0.007543673,0.001102516
7943.28,0.007578926,0.0008988629
6309.571,0.007576919,0.0007323894
5011.871,0.007549451,0.0005932571
3981.07,0.007536357,0.0004591016
3162.276,0.007526897,0.0003444004
2511.885,0.007527986,0.0002453083
1995.261,0.007530884,0.0001752048
1584.892,0.007547915,8.658938e-05
1258.925,0.007552403,1.539863e-05
999.9994,0.007571971,-3.229396e-05
794.3277,0.007597419,-9.63518e-05
630.9569,0.00761228,-0.0001274558
501.1869,0.007663647,-0.0001677085
398.1069,0.007666387,-0.000206013
316.2275,0.007701308,-0.0002384837
251.1884,0.007738083,-0.0002699893
199.5261,0.007777702,-0.0003267941
158.4892,0.007814034,-0.0003702025
125.8924,0.007871047,-0.0004084764
99.99991,0.007916586,-0.0004771671
79.43275,0.007952913,-0.0005283171
63.09567,0.008032091,-0.0005903011
50.11867,0.008118556,-0.0006724814
39.81068,0.008188967,-0.0007511386
31.62274,0.008277659,-0.0008269571
25.11884,0.008404984,-0.0009191842
19.9526,0.008484328,-0.001037723
15.84891,0.008648949,-0.001140835
12.58924,0.008782459,-0.001296442
9.999988,0.008957719,-0.001415679
7.943272,0.009134009,-0.001536061
6.309565,0.00932465,-0.001717803
5.011866,0.009551125,-0.001903106
3.981066,0.009721855,-0.002052869
3.162273,0.009949723,-0.002317709
2.511883,0.01011947,-0.002588376
1.995259,0.01032762,-0.002890034
1.584891,0.01051429,-0.003335456
1.258924,0.0107188,-0.003904597
0.999998,0.01089954,-0.00463259
0.794327,0.01109269,-0.005540862
0.630956,0.01131454,-0.006644674
0.501186,0.01154286,-0.00801244
0.398106,0.0118244,-0.00972563
0.316227,0.01204149,-0.01181758
0.251188,0.01230392,-0.01449847
0.199526,0.0124547,-0.01784723
0.158489,0.01260548,-0.02208576
0.125892,0.01279019,-0.02747993
0.1,0.01289753,-0.03422892
0.079433,0.01305179,-0.0428226
0.063096,0.01325442,-0.05367333
0.050119,0.01339905,-0.06726667
0.039811,0.01367297,-0.0843517
0.031623,0.01403135,-0.1060131
0.025119,0.01439166,-0.133063
0.019953,0.0149419,-0.1671109
0.015849,0.01564421,-0.2099296
0.015,0.01586817,-0.2217998
