# freq,Re(Z),Im(Z)
9.999994000000000369e+02,7.636616697479457587e-03,-1.517936261240737596e-04
7.943277000000000498e+02,7.655269742220235929e-03,-1.700410626491489509e-04
6.309569000000000187e+02,7.676165105350902899e-03,-1.904820586202617041e-04
5.011868999999999801e+02,7.699572336767507991e-03,-2.133803026033733146e-04
3.981068999999999960e+02,7.725793406449014966e-03,-2.390311982765533881e-04
3.162275000000000205e+02,7.755166586083367571e-03,-2.677656616505528098e-04
2.511884000000000015e+02,7.788070774647463598e-03,-2.999543525895635113e-04
1.995261000000000138e+02,7.824930373297392036e-03,-3.360124436975478403e-04
1.584892000000000110e+02,7.866221011689307138e-03,-3.764052221209616099e-04
1.258923999999999950e+02,7.912475345097617560e-03,-4.216537606093020735e-04
9.999990999999999985e+01,7.964289877878241719e-03,-4.723415926028618384e-04
7.943274999999999864e+01,8.022333203760240866e-03,-5.291227733437545199e-04
6.309566999999999837e+01,8.087354061873474817e-03,-5.927297606491914840e-04
5.011867000000000161e+01,8.160191198709414173e-03,-6.639830634005825698e-04
3.981067999999999785e+01,8.241784182340450293e-03,-7.438018182504748527e-04
3.162274000000000029e+01,8.333185794559824083e-03,-8.332158174466404313e-04
2.511883999999999872e+01,8.435574238868100150e-03,-9.333783259183957943e-04
1.995260000000000034e+01,8.550271880283032144e-03,-1.045584897650077977e-03
1.584891000000000005e+01,8.678772325700230203e-03,-1.171277501048330295e-03
1.258924000000000021e+01,8.822720997883597843e-03,-1.312020991203429127e-03
9.999988000000000099e+00,8.983790329074703429e-03,-1.469615382696892476e-03
7.943272000000000332e+00,9.163805539014576590e-03,-1.646544879707826769e-03
6.309565000000000090e+00,9.365717327362719363e-03,-1.846185217664303218e-03
5.011866000000000376e+00,9.594843463560058863e-03,-2.071446131576116980e-03
3.981066000000000216e+00,9.858189912008399197e-03,-2.321752221307231065e-03
3.162272999999999890e+00,1.016018463312371584e-02,-2.590878165777126419e-03
2.511883000000000088e+00,1.049627211834648632e-02,-2.869273477501352136e-03
1.995258999999999894e+00,1.084912993809579104e-02,-3.152138296007501572e-03
1.584891000000000050e+00,1.119217882113218016e-02,-3.449370699679556694e-03
1.258923999999999932e+00,1.149956957277535260e-02,-3.790332581421311693e-03
9.999980000000000535e-01,1.175564343647390701e-02,-4.220270211976905571e-03
7.943270000000000053e-01,1.195777932252482106e-02,-4.792688575040797774e-03
6.309559999999999613e-01,1.211304364465113498e-02,-5.564183160995580038e-03
5.011860000000000204e-01,1.223292220261468222e-02,-6.594237338931382281e-03
3.981060000000000154e-01,1.232939809067543253e-02,-7.948794963970955488e-03
3.162269999999999803e-01,1.241309084961604234e-02,-9.705504680999005665e-03
2.511880000000000224e-01,1.249287259922602158e-02,-1.195959452699424906e-02
1.995260000000000089e-01,1.257620298389086969e-02,-1.483007540461768470e-02
1.584889999999999910e-01,1.266971174420215840e-02,-1.846686021735421263e-02
1.258920000000000039e-01,1.277979624356259669e-02,-2.305889715435537057e-02
1.000000000000000056e-01,1.291317646124863668e-02,-2.884405952132470738e-02
7.943300000000000360e-02,1.307742870547112801e-02,-3.612219669969712887e-02
6.309599999999999931e-02,1.328148541455296747e-02,-4.527013447129448614e-02
5.011899999999999689e-02,1.353618687238178353e-02,-5.676151216720760895e-02
3.981099999999999917e-02,1.385489388293355793e-02,-7.119118467985098564e-02
3.162299999999999833e-02,1.425422099299178749e-02,-8.930629636210501987e-02
2.511899999999999897e-02,1.475491403068631205e-02,-1.120447121294024101e-01
1.995299999999999851e-02,1.538288989590498243e-02,-1.405813450565287781e-01
1.584899999999999851e-02,1.617081912200895102e-02,-1.763994992096956649e-01
1.499999999999999944e-02,1.638720061386034210e-02,-1.862373078024290307e-01
